label,message,length,label_encoded,clean_message,length_bin
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",131,1,free tarot texts find out about your love life now try for free text chance to only after free msgs å£ each,sedang
ham,"Goodmorning, today i am late for 1hr.",37,0,goodmorning today i am late for hr,sangat pendek
ham,Hi happy birthday. Hi hi hi hi hi hi hi,39,0,hi happy birthday hi hi hi hi hi hi hi,sangat pendek
ham,I will be outside office take all from there,44,0,i will be outside office take all from there,sangat pendek
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,0,if you dont respond imma assume youre still asleep and imma start calling n shit,pendek
ham,"Aight, see you in a bit",23,0,aight see you in a bit,sangat pendek
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155,0,my superior telling that friday is leave for all other department except oursso it will be leave for youany way call waheed fathima hr and conform it,panjang
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153,1,join the uks horniest dogging service and u can have sex nite just sign up and follow the instructions txt entry to now nytecalpmsgp,panjang
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153,0,lol i have to take it member how i said my aunt flow didnt visit for months its cause i developed ovarian cysts bc is the only way to shrink them,panjang
ham,Still work going on:)it is very small house.,44,0,still work going onit is very small house,sangat pendek
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117,0,my friend just got here and says hes upping his order by a few grams hes got ltgt when can you get here,sedang
ham,Tmr timin still da same wat cos i got lesson until 6...,55,0,tmr timin still da same wat cos i got lesson until,pendek
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",126,0,thatû÷s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,sedang
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109,0,no im not gonna be able to too late notice ill be home in a few weeks anyway what are the plans,sedang
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,0,got fujitsu ibm hp toshiba got a lot of model how to say,pendek
ham,Okie... Thanx...,16,0,okie thanx,sangat pendek
ham,"Gosh that , what a pain. Spose I better come then.",50,0,gosh that what a pain spose i better come then,sangat pendek
ham,"As usual..iam fine, happy &amp; doing well..:)",46,0,as usualiam fine happy amp doing well,sangat pendek
ham,Okie,4,0,okie,sangat pendek
ham,So when you gonna get rimac access ,35,0,so when you gonna get rimac access,sangat pendek
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",99,0,im at arestaurant eating squid i will be out about wanna dosomething or is that to late,pendek
ham,You call times job today ok umma and ask them to speed up,57,0,you call times job today ok umma and ask them to speed up,pendek
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",136,0,hello ucall wen u finish wrki fancy meetin up wiv u all tonite as i need a break from dabooks did hrs last nite today of wrk,sedang
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,0,r u sam p in eachother if we meet we can go my house,pendek
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,62,0,yeah lol luckily i didnt have a starring role like you,pendek
ham,Hello madam how are you ?,25,0,hello madam how are you,sangat pendek
ham,"Awesome, text me when you're restocked",38,0,awesome text me when youre restocked,sangat pendek
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,156,1,knock knock txt whose there to to enter r weekly draw a å£ gift voucher a store of yr choice tcs wwwtklscom age to stoptxtstopå£week,panjang
ham,Yes. It's all innocent fun. O:-),32,0,yes its all innocent fun o,sangat pendek
ham,Thanks for sending this mental ability question..,49,0,thanks for sending this mental ability question,sangat pendek
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243,0,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,sangat panjang
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,0,marrow only wed at ltgt to aha,sangat pendek
ham,I went to ur hon lab but no one is there.,41,0,i went to ur hon lab but no one is there,sangat pendek
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81,0,hey pple or for nightsexcellent location wif breakfast hamper,pendek
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173,1,forwarded from hi this is your mailbox messaging sms alert you have matches please call back on to retrieve your messages and matches ccpmin,panjang
ham,How come?,9,0,how come,sangat pendek
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,136,0,lol nah wasnt too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,sedang
ham,Ok lor...,9,0,ok lor,sangat pendek
ham,I'm coming home 4 dinner.,25,0,im coming home dinner,sangat pendek
ham,S da..al r above  &lt;#&gt;,27,0,s daal r above ltgt,sangat pendek
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",109,1,free ring tone just text polys to then every week get a new tone yrs only å£wk,sedang
ham,Unni thank you dear for the recharge..Rakhesh,45,0,unni thank you dear for the rechargerakhesh,sangat pendek
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,0,i know im lacking on most of this particular dramastorms details but for the most part im not worried about that,sedang
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,65,0,haha they cant what at the most tmr forfeit haha so how,pendek
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139,0,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks,sedang
ham,No way I'm going back there!,28,0,no way im going back there,sangat pendek
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",154,1,urgent your mobile no xxx won a å£ bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,panjang
ham,I WILL CAL YOU SIR. In meeting,30,0,i will cal you sir in meeting,sangat pendek
ham,"That's what I love to hear :V see you sundayish, then",53,0,thats what i love to hear v see you sundayish then,pendek
ham,"Sorry da thangam, very very sorry i am held up with prasad.",59,0,sorry da thangam very very sorry i am held up with prasad,pendek
ham,Tiwary to rcb.battle between bang and kochi.,44,0,tiwary to rcbbattle between bang and kochi,sangat pendek
ham,Thank god they are in bed!,26,0,thank god they are in bed,sangat pendek
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85,0,no i dont have cancer moms making a big deal out of a regular checkup aka pap smear,pendek
ham,Am in gobi arts college,23,0,am in gobi arts college,sangat pendek
ham,Why she wants to talk to me,27,0,why she wants to talk to me,sangat pendek
ham,Pandy joined 4w technologies today.he got job..,47,0,pandy joined w technologies todayhe got job,sangat pendek
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",147,1,you are guaranteed the latest nokia phone a gb ipod mp player or a å£ prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,sedang
ham,"They can try! They can get lost, in fact. Tee hee",49,0,they can try they can get lost in fact tee hee,sangat pendek
ham,My friends use to call the same.,32,0,my friends use to call the same,sangat pendek
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",107,0,em its olowoyey uscedu have a great time in argentina not sad about secretary everything is a blessing,sedang
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,0,its a taxt massagetiepos argh ok lool,sangat pendek
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,0,hi can i please get a ltgt dollar loan from you ill pay you back by mid february pls,pendek
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157,0,you might want to pull out more just in case and just plan on not spending it if you can i dont have much confidence in derek and taylors money management,panjang
